word, tf, idf
of desire, 2, 2
desire for, 5, 4
for a, 30, 22
better world, 2, 2
world see, 2, 2
see for, 3, 3
for example, 13, 12
example jameson, 2, 2
jameson 1971, 2, 2
1971 ”, 2, 2
” 8, 2, 2
8 however, 2, 2
however raphael, 2, 2
raphael can, 2, 2
be character, 2, 2
character that, 2, 2
that represents, 3, 3
represents his, 2, 2
his ideas, 2, 2
ideas there, 2, 2
are some, 7, 5
some conflict, 2, 2
conflict statements, 2, 2
statements that, 4, 2
that show, 2, 2
show more, 2, 2
was under, 2, 2
under pressure, 5, 4
pressure by, 2, 2
the monarchy, 4, 2
monarchy on, 2, 2
on the, 18, 10
the one, 8, 6
one hand, 6, 4
hand hythloday, 2, 2
hythloday defends, 2, 2
defends the, 2, 2
the fact, 18, 11
fact there, 2, 2
there should, 4, 4
should not, 8, 8
not be, 14, 11
be private, 2, 2
private property, 6, 2
property and, 2, 2
and equal, 2, 2
equal division, 2, 2
division of, 3, 3
of wealth, 2, 2
wealth on, 2, 2
other hand, 17, 11
hand more, 2, 2
more emphasizes, 4, 2
emphasizes in, 2, 2
his statements, 2, 2
he is, 8, 6
not against, 2, 2
against private, 2, 2
property since, 2, 2
since more, 2, 2
emphasizes that, 2, 2
that it, 27, 17
be considered, 6, 6
considered that, 3, 3
that under, 2, 2
the pressure, 3, 3
pressure of, 2, 2
monarchy more, 2, 2
more had, 2, 2
had to, 12, 8
to declare, 2, 2
declare the, 2, 2
the opposite, 2, 2
opposite ideology, 2, 2
ideology of, 4, 3
of hythloday’s, 2, 2
hythloday’s when, 2, 2
when more’s, 2, 2
and plato’s, 2, 2
plato’s government, 4, 2
government are, 2, 2
are compared, 2, 2
compared although, 2, 2
although there, 4, 4
are several, 6, 5
several similarities, 2, 2
similarities more, 2, 2
was not, 25, 14
not affected, 2, 2
by plato’s, 2, 2
plato’s ideologies, 2, 2
ideologies plato’s, 2, 2
plato’s ideology, 2, 2
ideology has, 2, 2
has class, 2, 2
class society, 2, 2
society which, 3, 3
which consists, 2, 2
of rulers, 2, 2
rulers fighters, 2, 2
fighters money, 2, 2
money winners, 2, 2
winners and, 2, 2
wealth is, 2, 2
is only, 6, 6
only in, 6, 6
in use, 2, 2
use of, 29, 19
of elite, 2, 2
elite and, 3, 3
and noble, 2, 2
noble people, 2, 2
people where, 2, 2
where thomas, 2, 2
utopia has, 2, 2
has classless, 2, 2
classless society, 2, 2
and common, 2, 2
common property, 2, 2
property for, 2, 2
for all, 7, 5
all citizens, 2, 2
citizens as, 2, 2
as eric, 2, 2
eric nelson, 2, 2
nelson mentioned, 2, 2
mentioned “34, 2, 2
“34 more’s, 2, 2
more’s solution, 2, 2
solution to, 3, 3
to this, 18, 13
this problem, 2, 2
problem like, 2, 2
like plato’s, 2, 2
plato’s was, 2, 2
was utopia, 2, 2
utopia –, 2, 2
– the, 3, 3
the hellenic, 2, 2
hellenic land, 2, 2
land without, 2, 2
without private, 2, 2
property where, 2, 2
where the, 18, 13
the entire, 8, 6
entire community, 2, 2
community was, 2, 2
was one, 3, 3
one large, 2, 2
large family, 2, 2
family and, 10, 7
and where, 2, 2
where gloria, 2, 2
gloria had, 2, 2
had been, 4, 4
been replaced, 2, 2
replaced by, 3, 3
by felicitas, 2, 2
felicitas as, 2, 2
the organizing, 2, 2
organizing goal, 2, 2
goal of, 3, 3
of social, 17, 10
social life, 2, 2
life ”, 3, 3
” 1038, 2, 2
1038 plato, 2, 2
plato is, 2, 2
against democracy, 2, 2
democracy more, 2, 2
more believes, 2, 2
believes in, 2, 2
in democracy, 2, 2
democracy on, 2, 2
hand in, 3, 3
in plato’s, 2, 2
plato’s society, 2, 2
society concessions, 2, 2
concessions for, 2, 2
for fighters, 2, 2
fighters and, 3, 3
the rulers, 2, 2
rulers are, 2, 2
are not, 28, 16
not valid, 2, 2
valid for, 2, 2
for other, 3, 3
other citizens, 3, 3
citizens and, 2, 2
that shows, 2, 2
shows the, 6, 4
the inequality, 2, 2
inequality of, 2, 2
the people, 15, 11
people in, 6, 6
society on, 2, 2
hand more’s, 2, 2
utopia everything, 2, 2
everything is, 2, 2
is for, 4, 4
for equality, 2, 2
equality and, 3, 3
and being, 7, 6
being fair, 2, 2
fair in, 2, 2
in plato’s, 2, 2
plato’s work, 2, 2
work there, 4, 2
there is, 28, 16
a positive, 6, 5
positive approach, 2, 2
approach to, 5, 5
to war, 5, 3
war nothing, 2, 2
nothing related, 2, 2
related with, 3, 3
with love, 2, 2
love or, 2, 2
or emotions, 2, 2
emotions in, 2, 2
more’s work, 2, 2
is opposition, 2, 2
opposition to, 3, 3
war peace, 2, 2
peace love, 2, 2
love for, 5, 5
for everyone, 9, 6
everyone even, 2, 2
even for, 3, 3
the slaves, 2, 2
slaves in, 2, 2
utopia family, 2, 2
family is, 2, 2
the foundation, 2, 2
foundation of, 3, 3
is maintained, 2, 2
maintained by, 3, 3
the state, 7, 5
state but, 2, 2
but also, 19, 15
also open, 2, 2
open for, 2, 2
all sorts, 4, 4
sorts of, 6, 5
of innovation, 2, 2
innovation and, 2, 2
and technical, 2, 2
technical development, 2, 2
development where, 2, 2
where plato’s, 2, 2
government has, 3, 3
has conservative, 2, 2
conservative attitude, 2, 2
attitude towards, 4, 4
towards new, 2, 2
new experiences, 2, 2
experiences this, 2, 2
this comparison, 2, 2
comparison shows, 2, 2
shows how, 3, 3
how perfect, 2, 2
perfect thomas, 2, 2
is and, 5, 4
that is, 32, 19
is how, 3, 3
how our, 2, 2
our lives, 4, 4
lives should, 2, 2
should be, 37, 18
be the, 2, 2
the word, 5, 5
word utopia, 2, 2
utopia varies, 2, 2
varies person, 2, 2
person to, 6, 6
to person, 3, 3
person area, 2, 2
area to, 3, 3
to area, 2, 2
or time, 2, 2
time to, 9, 9
to time, 6, 5
time at, 2, 2
at the, 10, 8
the time, 10, 9
time utopia, 2, 2
utopia was, 2, 2
was written, 3, 3
written thomas, 2, 2
thomas had, 2, 2
of everyone, 2, 2
everyone working, 2, 2
working together, 2, 2
together for, 2, 2
for an, 7, 7
an ideal, 2, 2
ideal society, 2, 2
society nowadays, 2, 2
nowadays it, 2, 2
can also, 13, 10
also vary, 2, 2
vary from, 3, 3
from region, 2, 2
region to, 2, 2
to region, 2, 2
region where, 2, 2
where utopia, 2, 2
utopia for, 2, 2
a businessman, 2, 2
businessman can, 2, 2
be high, 2, 2
high salary, 2, 2
salary and, 2, 2
and for, 5, 5
for someone, 3, 3
someone starving, 2, 2
starving in, 2, 2
in africa, 3, 3
africa utopia, 2, 2
utopia could, 2, 2
could be, 24, 17
be only, 3, 3
only a, 6, 6
a society, 7, 6
society where, 2, 2
where food, 2, 2
food would, 2, 2
would be, 28, 20
be available, 3, 3
available every, 2, 2
every time, 2, 2
time hunger, 2, 2
hunger arrives, 2, 2
arrives another, 2, 2
example can, 2, 2
be a, 25, 19
a women, 2, 2
women in, 5, 4
in iraq, 2, 2
iraq who, 2, 2
is in, 12, 12
the middle, 4, 4
middle of, 2, 2
the war, 4, 4
war and, 5, 5
and utopia, 2, 2
utopia can, 2, 2
be the, 15, 11
the hope, 3, 3
hope for, 2, 2
the end, 16, 15
end of, 13, 11
the crime, 2, 2
crime as, 2, 2
as gorman, 2, 2
gorman beauchamp, 2, 2
beauchamp explains, 2, 2
explains “utopia, 2, 2
“utopia by, 2, 2
by contrast, 2, 2
contrast is-or, 2, 2
is-or theoretically, 2, 2
theoretically ought, 2, 2
ought to, 2, 2
to be-a, 2, 2
be-a world, 2, 2
world without, 2, 2
without crime”, 2, 2
we, 115, 18
know, 29, 12
dress, 15, 6
code, 3, 2
very, 77, 27
man, 24, 13
now, 34, 20
represent, 5, 5
another, 21, 13
dress, 1, 1
modestly, 2, 1
issue, 16, 6
happening, 1, 1
daily, 10, 9
modestly, 1, 1
showing, 8, 6
person’s, 7, 5
behaviour, 29, 10
values, 23, 13
yet, 4, 4
do, 107, 34
care, 53, 12
any, 63, 26
things, 34, 20
safety, 11, 8
wearing, 13, 4
clothes, 4, 4
expose, 3, 1
body, 29, 16
rock, 2, 2
think, 28, 13
kind, 13, 9
styles, 1, 1
will, 281, 36
bring, 17, 11
them, 164, 33
pretty, 3, 3
feel, 29, 12
centre, 2, 2
nowadays, 4, 2
but, 15, 8
stuff, 1, 1
determine, 7, 4
level, 27, 17
whole, 19, 13
countries, 27, 10
faced, 5, 4
changing, 11, 9
style, 16, 11
girls, 19, 4
dressing, 14, 4
way, 62, 28
dangerous, 7, 5
action, 21, 12
caused, 13, 6
criminal, 2, 1
happened, 11, 7
girl, 7, 5
hurt, 8, 4
at, 169, 43
sometimes, 3, 3
she, 18, 5
may, 109, 27
killed, 4, 2
criminals, 2, 1
rape, 2, 1
case, 31, 14
indonesia, 1, 1
india, 18, 6
lady, 1, 1
raped, 2, 2
few, 18, 12
bus, 1, 1
until, 15, 12
dies, 1, 1
so, 79, 34
set, 34, 15
laws, 4, 3
required, 16, 10
based, 27, 11
cases, 14, 10
from, 9, 7
decrease, 7, 5
rate, 19, 8
nowadays as, 1, 1
as we, 4, 3
we know, 1, 1
know that, 1, 1
that dress, 1, 1
dress code, 2, 1
code is, 2, 1
is very, 11, 9
very important, 10, 8
important to, 25, 17
to man, 1, 1
man or, 1, 1
or women, 1, 1
women that, 1, 1
that mentioned, 1, 1
mentioned by, 2, 2
the community, 8, 7
community now, 1, 1
now because, 1, 1
because dress, 1, 1
is represent, 1, 1
represent a, 1, 1
person respect, 1, 1
respect to, 2, 2
to another, 3, 2
another person, 1, 1
person dress, 1, 1
dress modestly, 1, 1
modestly is, 1, 1
an issue, 1, 1
issue that, 2, 2
that happening, 1, 1
happening in, 1, 1
in our, 9, 6
our daily, 2, 2
daily life, 3, 3
life or, 2, 2
or working, 1, 1
working life, 1, 1
life modestly, 1, 1
modestly is, 1, 1
about showing, 1, 1
showing a, 1, 1
a person’s, 4, 3
person’s behaviour, 1, 1
behaviour social, 1, 1
social status, 1, 1
status dress, 1, 1
dress and, 1, 1
and values, 3, 3
values yet, 1, 1
yet for, 1, 1
for women, 1, 1
women they, 1, 1
they do, 9, 7
do not, 34, 20
not care, 2, 2
care any, 1, 1
any things, 1, 1
things about, 2, 2
about safety, 1, 1
safety that, 1, 1
that they, 71, 23
they wearing, 1, 1
wearing clothes, 1, 1
clothes where, 1, 1
where very, 1, 1
very expose, 1, 1
expose their, 2, 1
their body, 3, 2
body or, 1, 1
or rock, 1, 1
rock and, 1, 1
they think, 6, 3
think this, 1, 1
this kind, 1, 1
kind of, 9, 6
of wearing, 1, 1
wearing styles, 1, 1
styles will, 1, 1
will bring, 2, 2
bring them, 1, 1
them to, 25, 12
to pretty, 1, 1
pretty and, 1, 1
and feel, 3, 3
feel that, 5, 4
they are, 72, 28
are in, 17, 12
the centre, 2, 2
centre of, 2, 2
world nowadays, 1, 1
nowadays but, 1, 1
but all, 1, 1
all these, 3, 3
these stuff, 1, 1
stuff also, 1, 1
also determine, 1, 1
determine level, 1, 1
level of, 15, 8
social problem, 2, 2
problem of, 3, 3
a country, 4, 4
country and, 4, 3
and whole, 1, 1
whole world, 1, 1
world countries, 1, 1
countries also, 1, 1
also faced, 1, 1
faced same, 1, 1
same problem, 1, 1
problem that, 3, 3
that changing, 1, 1
changing the, 1, 1
the style, 3, 3
style of, 3, 3
of girls, 2, 1
girls dressing, 2, 1
dressing the, 1, 1
the way, 2, 2
way of, 9, 7
dressing like, 1, 1
like expose, 1, 1
body is, 1, 1
a dangerous, 1, 1
dangerous action, 1, 1
action that, 1, 1
that can, 19, 15
can caused, 1, 1
caused criminal, 1, 1
criminal happened, 2, 1
happened and, 1, 1
the girl, 2, 1
girl will, 1, 1
will be, 69, 22
be hurt, 1, 1
hurt at, 1, 1
at the, 51, 24
end sometimes, 1, 1
sometimes the, 1, 1
girl not, 1, 1
not only, 22, 13
only hurt, 2, 2
hurt yet, 1, 1
yet she, 1, 1
she may, 1, 1
may be, 20, 13
be killed, 2, 2
killed by, 1, 1
by criminals, 1, 1
criminals for, 1, 1
for an, 2, 2
an example, 3, 3
example there, 1, 1
a famous, 1, 1
famous rape, 1, 1
rape case, 1, 1
case in, 1, 1
the indonesia, 1, 1
indonesia where, 1, 1
where an, 1, 1
an india, 1, 1
india lady, 1, 1
lady raped, 1, 1
raped by, 1, 1
by few, 1, 1
few criminals, 1, 1
criminals in, 1, 1
the bus, 1, 1
bus until, 1, 1
until dies, 1, 1
dies and, 1, 1
and she, 1, 1
she is, 5, 4
not wearing, 1, 1
wearing so, 1, 1
so expose, 1, 1
expose so, 1, 1
so that, 1, 1
that government, 1, 1
government was, 2, 2
was set, 2, 2
set few, 1, 1
few rules, 1, 1
rules or, 1, 1
or laws, 1, 1
laws that, 1, 1
that required, 1, 1
required women, 1, 1
women dress, 1, 1
dress modestly, 1, 1
modestly based, 1, 1
based on, 23, 11
on these, 4, 3
these few, 1, 1
few rape, 1, 1
rape cases, 1, 1
cases from, 1, 1
from that, 1, 1
that laws, 1, 1
laws set, 1, 1
set it, 1, 1
it may, 5, 5
may decrease, 1, 1
decrease the, 1, 1
the rate, 2, 2
rate of, 5, 5
of criminal, 1, 1
have, 1, 1
you, 67, 17
ever, 8, 6
stopped, 3, 3
dangers, 7, 3
smoking, 278, 8
did, 1, 1
put, 15, 11
your, 75, 13
consideration, 5, 5
many, 14, 12
gives, 7, 7
feeling, 8, 7
satisfaction, 3, 3
happiness, 8, 6
other, 10, 7
thinks, 1, 1
calm, 3, 3
down, 24, 16
angry, 3, 2
nonsense, 1, 1
smoking, 14, 6
picked, 3, 3
up, 80, 28
habit, 14, 3
youth, 10, 6
unusual, 1, 1
risks, 12, 6
prone, 5, 3
dreadful, 1, 1
diseases, 14, 6
if, 82, 31
keen, 2, 2
kill, 2, 2
yourself, 2, 2
then, 35, 19
it’s, 11, 6
choice, 15, 11
ends, 3, 2
begins, 5, 3
activity, 11, 9
done, 20, 8
around, 35, 19
causes, 14, 7
health, 81, 19
environmental, 8, 6
as, 64, 30
result, 31, 16
who, 1, 1
decided, 9, 5
pass, 4, 4
prohibit, 4, 3
public, 39, 15
protect, 13, 9
heavy, 1, 1
smokers, 25, 6
likely, 30, 15
can’t, 5, 4
figure, 6, 5
out, 86, 28
reaches, 2, 2
late, 4, 4
stage, 23, 8
researches, 2, 2
made, 39, 22
scientists, 3, 3
proofed, 1, 1
tobacco, 17, 6
addictive, 10, 6
substances, 8, 5
earth, 2, 2
every, 8, 5
cigarette, 20, 5
smoker, 9, 4
smokes, 8, 3
supplies, 4, 3
great, 29, 15
amounts, 4, 3
carcinogen, 1, 1
hazardous, 3, 2
chemical, 4, 3
“a, 1, 1
heavy, 2, 2
usually, 27, 18
consume, 4, 4
1, 19, 11
2, 19, 10
packs, 1, 1
cigarettes, 27, 5
per, 13, 7
inhales, 1, 1
150, 1, 1
000, 22, 9
dose, 1, 1
poisonous, 2, 2
smoke, 40, 6
yearly, 3, 2
[1]these, 1, 1
toxic, 1, 1
compounds, 3, 3
formed, 9, 8
reacts, 2, 2
fire, 7, 4
therefore, 27, 14
nicotine, 2, 2
chemicals, 3, 1
while, 29, 16
harmful, 10, 6
severe, 5, 5
dangerous, 1, 1
lung, 2, 2
cancer, 2, 2
contain, 16, 7
80, 4, 3
different, 56, 23
cancer-causing, 1, 1
scientists, 1, 1
showed, 18, 6
damage, 9, 6
body’s, 2, 2
dna, 1, 1
change, 56, 21
characteristics, 16, 9
process, 26, 13
leads, 6, 5
cells, 3, 3
grow, 7, 6
multiply, 1, 1
causing, 6, 6
blockage, 1, 1
vital, 9, 8
areas, 22, 15
lung, 8, 5
avoid, 14, 8
live, 16, 14
ease, 2, 2
just, 37, 22
giving, 13, 9
pollution, 4, 3
stop, 19, 6
bodies, 8, 7
air, 4, 3
water, 14, 9
drink, 6, 5
millions, 1, 1
butts, 2, 1
thrown, 1, 1
onto, 2, 2
ground, 5, 2
they, 65, 22
finally, 4, 3
rivers, 3, 3
lakes, 1, 1
fish, 5, 3
animals, 18, 8
-by, 1, 1
mistake-, 1, 1
eat, 11, 4
quite, 6, 6
often, 37, 19
die, 5, 3
rest, 16, 10
left, 12, 7
decompose, 1, 1
take, 46, 21
average, 4, 4
25, 13, 5
additives, 6, 2
leach, 1, 1
pollute, 1, 1
soil, 5, 5
plants, 12, 5
if, 35, 16
please, 1, 1
consider, 14, 7
throw, 1, 1
looks, 5, 5
unattractive, 1, 1
major, 22, 17
hazard, 1, 1
dry, 4, 4
weather, 3, 3
extremely, 15, 10
impacting, 1, 1
producing, 9, 6
used, 63, 23
growing, 9, 6
planting, 2, 2
trees, 10, 3
children, 152, 14
3rd, 1, 1
world’s, 5, 2
tobacco, 4, 3
sprayed, 1, 1
pesticides, 1, 1
fragile, 1, 1
plant, 6, 4
pick, 5, 3
disease, 12, 5
lot, 23, 15
packing, 1, 1
4, 12, 9
miles, 1, 1
paper, 7, 6
hour, 2, 2
rolling, 1, 1
packaging, 3, 3
100, 7, 7
cigaratte, 1, 1
produced, 8, 7
waste, 3, 3
tree, 16, 5
filtering, 1, 1
pollutants, 1, 1
instead, 8, 8
chopped, 1, 1
manufacturing, 4, 4
cigarette, 3, 3
belief, 14, 9
themselves, 24, 14
surrounding, 6, 5
your, 6, 3
others, 36, 16
say, 13, 10
delivers, 2, 2
meaning, 11, 8
directly, 7, 6
means, 24, 11
its, 101, 39
prohibited, 2, 2
go, 31, 15
beyond, 6, 5
scope, 2, 2
isn’t, 2, 2
anyone, 6, 6
governments, 2, 2
completely, 13, 9
ban, 22, 4
number, 34, 14
mostly, 9, 5
enacted, 1, 1
bans, 1, 1
workplaces, 2, 2
since, 29, 19
early, 21, 11
2000s, 1, 1
building, 6, 4
smoke-free, 1, 1
policy, 8, 6
old, 2, 2
government, 7, 3
building, 2, 2
wellington, 1, 1
new, 7, 6
zealand, 1, 1
1876, 1, 1
1990, 6, 4
city, 8, 6
san, 1, 1
luis, 1, 1
obispo, 1, 1
california, 3, 3
indoor, 1, 1
including, 20, 16
bars, 2, 2
restaurants, 4, 3
arguably, 1, 1
allowing, 2, 2
non-smokers, 3, 2
restricted, 4, 3
by, 14, 11
forcing, 2, 2
vicinity, 1, 1
too, 14, 11
perhaps, 4, 3
signs, 2, 2
everywhere, 1, 1
reading, 7, 2
‘public, 1, 1
only’, 1, 1
banning, 3, 3
prohibition, 2, 2
buildings, 1, 1
finish, 4, 4
official, 5, 5
transactions, 4, 4
3, 18, 12
million, 21, 9
victims, 2, 2
why, 6, 4
don’t, 11, 6
start, 31, 11
today, 14, 7
reduce, 11, 6
numbers, 8, 4
slow, 6, 5
killing, 1, 1
substance, 9, 6
living, 14, 7
green, 1, 1
affecting, 2, 2
ourselves, 1, 1
circumstances, 8, 7
needs, 47, 13
pause, 2, 2
re-calculations, 1, 1
target, 6, 5
regret, 1, 1
what, 88, 28
have you, 1, 1
you ever, 2, 1
ever stopped, 1, 1
stopped to, 1, 1
to think, 5, 5
think about, 4, 4
the dangers, 4, 2
dangers of, 4, 3
of smoking, 33, 6
smoking did, 1, 1
did you, 1, 1
ever put, 1, 1
put in, 5, 5
in your, 5, 5
your consideration, 1, 1
consideration about, 1, 1
about other, 1, 1
people who, 12, 10
who are, 16, 11
are affected, 3, 2
by your, 2, 2
your smoking, 1, 1
smoking many, 1, 1
many people, 2, 2
people think, 2, 2
think that, 7, 4
that smoking, 12, 4
smoking gives, 1, 1
gives them, 2, 2
them the, 4, 3
the feeling, 1, 1
feeling of, 4, 4
of satisfaction, 1, 1
satisfaction and, 1, 1
and happiness, 2, 2
happiness other, 1, 1
other people, 1, 1
people thinks, 1, 1
thinks that, 1, 1
smoking makes, 1, 1
makes the, 1, 1
the to, 1, 1
to calm, 1, 1
calm down, 1, 1
down when, 1, 1
when they, 18, 10
are angry, 1, 1
angry but, 1, 1
but all, 3, 3
of this, 29, 16
this is, 21, 13
is nonsense, 1, 1
nonsense smoking, 1, 1
smoking is, 5, 2
a picked, 1, 1
picked up, 1, 1
up as, 4, 2
a habit, 2, 2
habit by, 1, 1
the youth, 2, 2
youth in, 1, 1
in an, 9, 8
an unusual, 1, 1
unusual way, 1, 1
way this, 2, 2
this habit, 1, 1
habit risks, 1, 1
risks their, 1, 1
their life, 4, 4
makes them, 1, 1
them prone, 1, 1
prone to, 5, 3
to dreadful, 1, 1
dreadful diseases, 1, 1
diseases so, 1, 1
so if, 1, 1
if you, 5, 5
you are, 7, 4
are keen, 1, 1
keen to, 2, 2
to kill, 1, 1
kill yourself, 1, 1
yourself then, 1, 1
then it’s, 1, 1
it’s your, 1, 1
your own, 4, 4
own choice, 1, 1
choice but, 1, 1
but your, 1, 1
your freedom, 1, 1
freedom ends, 2, 1
ends when, 2, 1
when other, 1, 1
people’s freedom, 1, 1
freedom begins, 1, 1
begins smoking, 1, 1
a very, 15, 12
very dangerous, 1, 1
dangerous activity, 1, 1
activity done, 1, 1
done by, 4, 3
by most, 2, 2
most of, 13, 10
people around, 2, 2
around the, 6, 6
which causes, 2, 1
causes several, 1, 1
several health, 1, 1
health environmental, 1, 1
environmental and, 1, 1
and social, 7, 7
social problems, 16, 4
problems as, 1, 1
as a, 13, 9
a result, 16, 11
result the, 3, 2
the who, 1, 1
who decided, 1, 1
decided to, 5, 3
to pass, 3, 3
pass a, 1, 1
a law, 3, 2
law to, 2, 2
to prohibit, 1, 1
prohibit smoking, 2, 2
smoking in, 15, 6
in public, 10, 4
public places, 11, 3
places to, 1, 1
to protect, 8, 6
protect people, 1, 1
the environment, 13, 8
environment from, 2, 1
from the, 68, 28
smoking heavy, 1, 1
heavy smokers, 1, 1
smokers are, 4, 4
are likely, 5, 5
likely to, 21, 12
to health, 2, 2
health problems, 3, 2
problems which, 1, 1
which they, 6, 5
they can’t, 1, 1
can’t figure, 1, 1
figure it, 1, 1
it out, 1, 1
out until, 1, 1
until it, 5, 5
it reaches, 1, 1
reaches a, 2, 2
a late, 1, 1
late stage, 1, 1
stage researches, 1, 1
researches made, 1, 1
made by, 5, 5
by scientists, 1, 1
scientists proofed, 1, 1
proofed that, 1, 1
that tobacco, 1, 1
tobacco is, 2, 1
is one, 22, 14
one of, 39, 21
the most, 59, 30
most addictive, 1, 1
addictive substances, 1, 1
substances on, 1, 1
on earth, 1, 1
earth every, 1, 1
every cigarette, 1, 1
cigarette a, 1, 1
a smoker, 1, 1
smoker smokes, 1, 1
smokes supplies, 1, 1
supplies the, 1, 1
the body, 9, 8
body with, 1, 1
with great, 3, 2
great amounts, 2, 1
amounts of, 4, 3
of carcinogen, 1, 1
carcinogen and, 1, 1
and hazardous, 1, 1
hazardous chemical, 1, 1
chemical substances, 2, 2
substances “a, 1, 1
“a heavy, 1, 1
heavy smoker, 1, 1
smoker who, 1, 1
who usually, 1, 1
usually consume, 1, 1
consume from, 1, 1
from 1, 1, 1
1 to, 2, 2
to 2, 2, 2
2 packs, 1, 1
packs of, 1, 1
of cigarettes, 4, 3
cigarettes per, 2, 2
per day, 2, 2
day inhales, 1, 1
inhales 150, 1, 1
150 000, 1, 1
000 dose, 1, 1
dose of, 1, 1
of poisonous, 1, 1
poisonous smoke, 1, 1
smoke yearly, 1, 1
yearly ”, 1, 1
” [1]these, 1, 1
[1]these toxic, 1, 1
toxic compounds, 1, 1
compounds are, 1, 1
are formed, 2, 2
formed when, 1, 1
when tobacco, 1, 1
tobacco reacts, 1, 1
reacts with, 1, 1
with fire, 1, 1
fire therefore, 1, 1
therefore nicotine, 1, 1
nicotine and, 1, 1
other dangerous, 1, 1
dangerous chemicals, 1, 1
chemicals formed, 1, 1
formed while, 1, 1
while smoking, 1, 1
smoking are, 6, 3
most harmful, 1, 1
harmful things, 1, 1
things in, 2, 2
in cigarettes, 1, 1
cigarettes which, 1, 1
causes severe, 1, 1
severe health, 1, 1
problems another, 1, 1
another dangerous, 1, 1
dangerous health, 1, 1
health problem, 3, 2
problem caused, 1, 1
caused by, 6, 3
by smoking, 4, 2
smoking is, 16, 5
is lung, 1, 1
lung cancer, 1, 1
cancer this, 1, 1
is because, 10, 8
because cigarettes, 1, 1
cigarettes contain, 1, 1
contain over, 1, 1
over 80, 1, 1
80 different, 1, 1
different cancer-causing, 1, 1
cancer-causing substances, 1, 1
substances scientists, 1, 1
scientists showed, 1, 1
showed that, 13, 6
that these, 8, 6
these substances, 1, 1
substances could, 1, 1
could damage, 1, 1
damage the, 1, 1
the body’s, 1, 1
body’s dna, 1, 1
dna and, 1, 1
and change, 3, 3
change their, 2, 2
their characteristics, 1, 1
characteristics this, 1, 1
this process, 1, 1
process leads, 1, 1
leads the, 1, 1
the cells, 2, 2
cells to, 1, 1
to grow, 4, 4
grow and, 2, 2
and multiply, 1, 1
multiply out, 1, 1
out of, 19, 15
of control, 4, 4
control causing, 1, 1
causing blockage, 1, 1
blockage in, 1, 1
in vital, 1, 1
vital areas, 1, 1
areas in, 1, 1
the lung, 2, 2
lung a, 1, 1
a smoker, 1, 1
smoker could, 1, 1
could avoid, 1, 1
